instance	benefit_target	control_statuses	control_verdicts	control_solved_count	control_solved	treatment_statuses	treatment_verdicts	treatment_solved_count	treatment_solved	control_seconds	treatment_seconds	paired_delta_seconds	control_median_seconds	treatment_median_seconds	control_noise_seconds	lower_rounds_seconds	higher_rounds_seconds	faster_rounds	slower_rounds	control_scope_memory_peak_bytes	treatment_scope_memory_peak_bytes	paired_delta_scope_memory_peak_bytes	control_median_scope_memory_peak_bytes	treatment_median_scope_memory_peak_bytes	control_noise_scope_memory_peak_bytes	lower_rounds_scope_memory_peak_bytes	higher_rounds_scope_memory_peak_bytes	control_max_process_rss_bytes	treatment_max_process_rss_bytes	paired_delta_max_process_rss_bytes	control_median_max_process_rss_bytes	treatment_median_max_process_rss_bytes	control_noise_max_process_rss_bytes	lower_rounds_max_process_rss_bytes	higher_rounds_max_process_rss_bytes	correctness_fail	lost_verdict_rounds	new_failures	regression_threshold_seconds	regression_flag_seconds	validated_regression_seconds	regression_threshold_scope_memory_peak_bytes	regression_flag_scope_memory_peak_bytes	validated_regression_scope_memory_peak_bytes	regression_failures	regression_unresolved	flags	coverage_benefit	runtime_benefit	memory_benefit
patrolling20.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.6043554509524256, 0.5379930860362947, 0.60293555498356, 0.5673515960224904, 0.5583615539944731]	[0.5601589120342396, 0.5521150919958018, 0.5539853589725681, 0.5932610280578956, 0.57299461401999]	[-0.04419653891818598, 0.014122005959507078, -0.04895019601099193, 0.02590943203540519, 0.014633060025516897]	0.5673515960224904	0.5601589120342396	0.029358509986195713	2	3	[1, 3]	[2, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[59691008, 59822080, 60108800, 59752448, 60055552]	[101048320, 100454400, 101060608, 104116224, 103989248]	[41357312, 40632320, 40951808, 44363776, 43933696]	59822080	101060608	131072	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling21.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.5838669550139457, 0.6059005110291764, 0.5975611300091259, 0.6569453640258871, 0.6224056789651513]	[0.6185293939779513, 0.6151471830089577, 0.6249885379802436, 0.6132565750158392, 0.6202308320207521]	[0.03466243896400556, 0.00924667197978124, 0.027427407971117646, -0.04368878901004791, -0.002174846944399178]	0.6059005110291764	0.6185293939779513	0.016505167935974896	2	3	[4, 5]	[1, 2, 3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[63410176, 63512576, 63320064, 63823872, 63504384]	[107991040, 108052480, 109002752, 108953600, 107741184]	[44580864, 44539904, 45682688, 45129728, 44236800]	63504384	108052480	94208	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling22.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.623224857961759, 0.5907965129590593, 0.6299652500310913, 0.6396738319890574, 0.6252549109631218]	[0.613272330025211, 0.6452947779907845, 0.6146657160134055, 0.6926841249805875, 0.6052786590298638]	[-0.009952527936547995, 0.05449826503172517, -0.0152995340176858, 0.05301029299153015, -0.019976251933258027]	0.6252549109631218	0.6146657160134055	0.004710339067969471	3	2	[1, 3, 5]	[2, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[66928640, 66486272, 66621440, 66932736, 66818048]	[111611904, 111706112, 112668672, 115826688, 110100480]	[44683264, 45219840, 46047232, 48893952, 43282432]	66818048	111706112	114688	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling23.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.6880929759936407, 0.7153684940421954, 0.6774584589875303, 0.6911582409520634, 0.6538442970486358]	[0.6230094209895469, 0.6607831650180742, 0.7113128220080398, 0.7296073339530267, 0.6678221029578708]	[-0.0650835550040938, -0.054585329024121165, 0.03385436302050948, 0.03844909300096333, 0.01397780590923503]	0.6880929759936407	0.6678221029578708	0.0106345170061104	2	3	[1, 2]	[3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[70377472, 70602752, 70610944, 70606848, 70615040]	[105603072, 120430592, 121745408, 121643008, 120623104]	[35225600, 49827840, 51134464, 51036160, 50008064]	70606848	120623104	4096	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling24.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.6794216000125743, 0.7144023529835977, 0.7210980349918827, 0.7194723430438899, 0.7018343589734286]	[0.7169832020299509, 0.7329499259940349, 0.7602279239799827, 0.7539425650029443, 0.7110239019966684]	[0.03756160201737657, 0.01854757301043719, 0.03912988898809999, 0.03447022195905447, 0.009189543023239821]	0.7144023529835977	0.7329499259940349	0.006695682008285075	0	5	[]	[1, 2, 3, 4, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[74391552, 74285056, 74461184, 74506240, 74801152]	[129482752, 134311936, 129556480, 128303104, 126230528]	[55091200, 60026880, 55095296, 53796864, 51429376]	74461184	129482752	69632	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
patrolling25.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[0.7727094140136614, 0.7643644729978405, 0.7736068000085652, 0.761932842025999, 0.6959076530183665]	[0.7246295360382646, 0.762265446013771, 0.7717070920043625, 0.7457540099858306, 0.7577334590023383]	[-0.04807987797539681, -0.0020990269840694964, -0.0018997080042026937, -0.016178832040168345, 0.061825805983971804]	0.7643644729978405	0.7577334590023383	0.00834494101582095	4	1	[1, 2, 3, 4]	[5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[78528512, 78524416, 78209024, 78127104, 78372864]	[132788224, 133992448, 133791744, 133976064, 134750208]	[54259712, 55468032, 55582720, 55848960, 56377344]	78372864	133976064	155648	0	5	false	[]	[]	0.05	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-cat-real-1d-real.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[2.6277059319545515, 2.6959378530154936, 2.500412766006775, 2.522734728991054, 2.4693603509804234]	[2.1898665979970247, 2.213160791026894, 2.305315148027148, 2.272934414970223, 2.3508077670121565]	[-0.43783933395752683, -0.4827770619885996, -0.1950976179796271, -0.24980031402083114, -0.11855258396826684]	2.522734728991054	2.272934414970223	0.05337437801063061	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[118841344, 118898688, 118833152, 118906880, 118841344]	[118837248, 118775808, 118759424, 118796288, 118775808]	[-4096, -122880, -73728, -110592, -65536]	118841344	118775808	8192	5	0	false	[]	[]	0.1261367364495527	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-grid-commute-1d-real.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[1.882878051022999, 2.0835082000121474, 2.140009819995612, 2.078528687998187, 2.055787510005757]	[1.7566336070303805, 1.8126250740024261, 1.7327657759888098, 1.7971093090018257, 1.9480285239988007]	[-0.12624444399261847, -0.2708831260097213, -0.40724404400680214, -0.28141937899636105, -0.10775898600695655]	2.078528687998187	1.7971093090018257	0.022741177992429584	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[172064768, 172142592, 172072960, 172052480, 172081152]	[172060672, 172085248, 172150784, 172130304, 171995136]	[-4096, -57344, 77824, 77824, -86016]	172072960	172085248	8192	3	2	false	[]	[]	0.10392643439990934	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-grid-reach-2d-real.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[3.0674963790224865, 3.0295438070315868, 2.9962404720135964, 2.996003912994638, 2.904084892012179]	[2.725016652024351, 3.118902102985885, 2.9316078510018997, 2.8242237570229918, 2.6760523060220294]	[-0.34247972699813545, 0.08935829595429823, -0.06463262101169676, -0.1717801559716463, -0.22803258599014953]	2.9962404720135964	2.8242237570229918	0.03330333501799032	4	1	[1, 3, 4, 5]	[2]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[164900864, 164855808, 164995072, 164888576, 164827136]	[164839424, 164761600, 164806656, 164913152, 164851712]	[-61440, -94208, -188416, 24576, 24576]	164888576	164839424	32768	3	2	false	[]	[]	0.14981202360067983	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-grid-reach-repeated-with-obstacles-2d-real.ltl	false	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	"[""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE"", ""REALIZABLE""]"	"[""REALIZABLE""]"	5	5/5	[12.54000601201551, 12.39056580804754, 12.75421331700636, 12.470054678036831, 12.001693654980045]	[7.937910376000218, 7.75590084400028, 7.513356003968511, 8.294192068977281, 8.175804758968297]	[-4.602095636015292, -4.634664964047261, -5.24085731303785, -4.17586260905955, -3.8258888960117474]	12.470054678036831	7.937910376000218	0.07948886998929083	5	0	[1, 2, 3, 4, 5]	[]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[946249728, 946368512, 946286592, 946237440, 946233344]	[762798080, 769662976, 750870528, 752820224, 771973120]	[-183451648, -176705536, -195416064, -193417216, -174260224]	946249728	762798080	16384	5	0	false	[]	[]	0.6235027339018416	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-resource-2d10.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.6251624819706194, 1.6531870419858024, 1.5807001320063137, 1.6988267789711244, 1.6594021159689873]	[1.5791397349676117, 1.6986325060133822, 1.7207685339963064, 1.7813100430066697, 1.5939594780211337]	[-0.04602274700300768, 0.045445464027579874, 0.1400684019899927, 0.08248326403554529, -0.06544263794785365]	1.6531870419858024	1.6986325060133822	0.028024560015182942	2	3	[1, 5]	[2, 3, 4]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[44572672, 44527616, 44552192, 44482560, 44527616]	[44503040, 44453888, 44408832, 44482560, 44568576]	[-69632, -73728, -143360, 0, 40960]	44527616	44482560	24576	3	1	false	[]	[]	0.08265935209929012	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-resource-2d11.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.744583854044322, 1.6950187670299783, 1.8811131269903854, 1.7728664379683323, 1.7547281910083257]	[1.6340013389708474, 1.7422830490395427, 1.7610681490041316, 1.6520356900291517, 1.7834163589868695]	[-0.1105825150734745, 0.04726428200956434, -0.1200449779862538, -0.12083074793918058, 0.028688167978543788]	1.7547281910083257	1.7422830490395427	0.018138246960006654	3	2	[1, 3, 4]	[2, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[44474368, 44384256, 44433408, 44388352, 44355584]	[44400640, 44470272, 44478464, 44437504, 44392448]	[-73728, 86016, 45056, 49152, 36864]	44388352	44437504	32768	1	4	false	[]	[]	0.08773640955041628	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-resource-2d12.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[1.970963617961388, 1.9725854209973477, 1.8490889729582705, 1.933122957998421, 1.9316441700211726]	[1.856981945980806, 1.949859065003693, 1.9216224529664032, 1.8681902770185843, 1.9508647810434923]	[-0.11398167198058218, -0.02272635599365458, 0.07253348000813276, -0.06493268097983673, 0.019220611022319645]	1.933122957998421	1.9216224529664032	0.03784065996296704	3	2	[1, 2, 4]	[3, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[44470272, 44441600, 44212224, 44511232, 44429312]	[44400640, 44511232, 44339200, 44404736, 44421120]	[-69632, 69632, 126976, -106496, -8192]	44441600	44404736	28672	3	2	false	[]	[]	0.09665614789992105	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-resource-2d13.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[2.1222557270084508, 2.1196023909724317, 2.110578652995173, 2.0901168530108407, 2.167839079978876]	[1.9920338439987972, 2.1549303630017675, 2.003939226968214, 2.0352101949974895, 2.0843482009950094]	[-0.13022188300965354, 0.0353279720293358, -0.10663942602695897, -0.05490665801335126, -0.08349087898386642]	2.1196023909724317	2.0352101949974895	0.009023737977258861	4	1	[1, 3, 4, 5]	[2]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[44617728, 44531712, 44658688, 44564480, 44679168]	[44564480, 44572672, 44568576, 44613632, 44470272]	[-53248, 40960, -90112, 49152, -208896]	44617728	44568576	53248	3	2	false	[]	[]	0.10598011954862159	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-resource-2d14.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[2.1399173999670893, 2.2774948099977337, 2.2047507649986073, 2.3571295149740763, 2.571094556013122]	[2.126925721997395, 2.2933024190133438, 2.2630285309860483, 2.0817755539901555, 2.202329674968496]	[-0.012991677969694138, 0.01580760901561007, 0.058277765987440944, -0.27535396098392084, -0.36876488104462624]	2.2774948099977337	2.202329674968496	0.07963470497634262	3	2	[1, 4, 5]	[2, 3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[44621824, 44728320, 44654592, 44589056, 44441600]	[44580864, 44609536, 44617728, 44670976, 44736512]	[-40960, -118784, -36864, 81920, 294912]	44621824	44617728	32768	3	2	false	[]	[]	0.11387474049988669	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-resource-2d16.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[6.686396648001391, 7.014969679003116, 6.701958587975241, 6.885062012996059, 6.871446437027771]	[6.995422207983211, 6.913311175012495, 6.818619330006186, 6.845092963019852, 7.085149241029285]	[0.30902555998181924, -0.10165850399062037, 0.11666074203094468, -0.039969049976207316, 0.21370280400151387]	6.871446437027771	6.913311175012495	0.14352324197534472	2	3	[2, 4]	[1, 3, 5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[82264064, 82128896, 82096128, 82202624, 82055168]	[82100224, 82087936, 82194432, 82255872, 82104320]	[-163840, -40960, 98304, 53248, 49152]	82128896	82104320	73728	2	3	false	[]	[]	0.3435723218513886	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-resource-2d17.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[7.21241432899842, 7.283863605989609, 7.7625684850499965, 7.363136484986171, 7.448965777992271]	[7.84688476898009, 7.362786178011447, 7.538294780009892, 7.339973044989165, 7.042082648025826]	[0.6344704399816692, 0.07892257202183828, -0.2242737050401047, -0.023163439997006208, -0.40688312996644527]	7.363136484986171	7.362786178011447	0.08582929300609976	3	2	[3, 4, 5]	[1, 2]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[82194432, 81997824, 82165760, 82223104, 82198528]	[81993728, 82153472, 82198528, 82153472, 82251776]	[-200704, 155648, 32768, -69632, 53248]	82194432	82153472	28672	2	3	false	[]	[]	0.36815682424930857	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-resource-2d19.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[8.264291076979134, 8.12264855002286, 8.33169598103268, 7.970272931968793, 8.038778436020948]	[7.8248431060346775, 7.882314512971789, 7.836839552037418, 7.776209757954348, 8.059016387967858]	[-0.43944797094445676, -0.24033403705107048, -0.49485642899526283, -0.1940631740144454, 0.02023795194691047]	8.12264855002286	7.836839552037418	0.1416425269562751	4	1	[1, 2, 3, 4]	[5]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[82345984, 82333696, 82337792, 82259968, 82370560]	[82341888, 82321408, 82255872, 82325504, 82247680]	[-4096, -12288, -81920, 65536, -122880]	82337792	82321408	8192	4	1	false	[]	[]	0.406132427501143	false	false	unavailable	false	false	[]	[]	[]	false	false	false
robot-resource-2d20.ltl	false	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	"[""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE"", ""UNREALIZABLE""]"	"[""UNREALIZABLE""]"	5	5/5	[9.220657786994707, 8.834528904000763, 8.82964648102643, 8.82246994000161, 9.178620400023647]	[8.331191484990995, 8.635885892028455, 9.003341806004755, 8.327422973990906, 8.47793489601463]	[-0.8894663020037115, -0.19864301197230816, 0.17369532497832552, -0.49504696601070464, -0.7006855040090159]	8.834528904000763	8.47793489601463	0.012058963999152184	4	1	[1, 2, 4, 5]	[3]	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	"[""unavailable"", ""unavailable"", ""unavailable"", ""unavailable"", ""unavailable""]"	unavailable	unavailable	unavailable	unavailable	unavailable	[82362368, 82251776, 82432000, 82264064, 82255872]	[82276352, 82366464, 82259968, 82239488, 82190336]	[-86016, 114688, -172032, -24576, -65536]	82264064	82259968	12288	4	1	false	[]	[]	0.4417264452000382	false	false	unavailable	false	false	[]	[]	[]	false	false	false
